gps_millis,timestamp,D5_score,spoofing_alert,threshold,z_cn0_mean,z_cn0_std,z_doppler_mean,z_doppler_std,z_b_rx_ns,z_clock_drift_ns_s,n_sats,cn0_mean,cn0_std,doppler_mean,doppler_std
1387195221000.0,2013-12-16 12:00:21,5.643072128295898,False,9.47,1.2293221950531006,-1.406150221824646,-1.1957428455352783,0.0016323165036737919,0.10817907005548477,1.7020456790924072,22,39.0,6.385570526123047,-952.6350708007812,1469.8892822265625
1387195222000.0,2013-12-16 12:00:22,6.320068359375,False,9.47,1.4074045419692993,-1.8794080018997192,-1.121354341506958,0.10058918595314026,0.10926610231399536,1.7020456790924072,22,39.34693908691406,5.900392055511475,-936.173095703125,1480.3089599609375
1387195223000.0,2013-12-16 12:00:23,6.209051132202148,False,9.47,1.4074045419692993,-1.7668536901474,-1.1217780113220215,0.10061585158109665,0.11035312712192535,1.7020456790924072,22,39.34693908691406,6.015781402587891,-936.266845703125,1480.311767578125
1387195224000.0,2013-12-16 12:00:24,5.700545310974121,False,9.47,1.2498544454574585,-1.4375287294387817,-1.1981935501098633,0.0014792868169024587,0.1114436462521553,1.7020456790924072,22,39.040000915527344,6.3534016609191895,-953.1774291992188,1469.8731689453125
1387195225000.0,2013-12-16 12:00:25,6.308065414428711,False,9.47,1.4388315677642822,-1.830136775970459,-1.1243093013763428,0.1002112478017807,0.1125306710600853,1.7020456790924072,22,39.408164978027344,5.950904369354248,-936.8270263671875,1480.2691650390625
1387195226000.0,2013-12-16 12:00:26,6.2591142654418945,False,9.47,1.3969289064407349,-1.8217101097106934,-1.1248085498809814,0.10000257194042206,0.11361769586801529,1.7020456790924072,22,39.32653045654297,5.959543228149414,-936.9375,1480.2471923828125
1387195227000.0,2013-12-16 12:00:27,6.349520683288574,False,9.47,1.311449408531189,-1.6465957164764404,-1.3213410377502441,0.25338467955589294,0.11470472067594528,1.7020456790924072,22,39.15999984741211,6.139068603515625,-980.4296264648438,1496.3975830078125
1387195228000.0,2013-12-16 12:00:28,6.351015090942383,False,9.47,1.3217155933380127,-1.6358076333999634,-1.3216876983642578,0.2539631724357605,0.11579524725675583,1.7020456790924072,22,39.18000030517578,6.150128364562988,-980.50634765625,1496.45849609375
1387195229000.0,2013-12-16 12:00:29,6.491274833679199,False,9.47,1.3627781867980957,-1.7333157062530518,-1.3227862119674683,0.25346699357032776,0.11688227206468582,1.7020456790924072,22,39.2599983215332,6.050164222717285,-980.7494506835938,1496.40625
1387195230000.0,2013-12-16 12:00:30,6.388036727905273,False,9.47,1.3217155933380127,-1.66826331615448,-1.324260950088501,0.25378233194351196,0.11796929687261581,1.7020456790924072,22,39.18000030517578,6.116855144500732,-981.0758056640625,1496.439453125
1387195231000.0,2013-12-16 12:00:31,6.455699920654297,False,9.47,1.3730443716049194,-1.6834156513214111,-1.3240681886672974,0.25406983494758606,0.1190563216805458,1.7020456790924072,22,39.279998779296875,6.101321220397949,-981.0331420898438,1496.4697265625
1387195232000.0,2013-12-16 12:00:32,6.305733680725098,False,9.47,1.2806509733200073,-1.6242954730987549,-1.3254667520523071,0.2531284689903259,0.12014684826135635,1.7020456790924072,22,39.099998474121094,6.161930561065674,-981.3426513671875,1496.37060546875
1387195233000.0,2013-12-16 12:00:33,6.4430341720581055,False,9.47,1.3833104372024536,-1.6566888093948364,-1.3259800672531128,0.25377535820007324,0.12123387306928635,1.7020456790924072,22,39.29999923706055,6.128721237182617,-981.4562377929688,1496.438720703125
1387195234000.0,2013-12-16 12:00:34,5.136477470397949,False,9.47,0.9825448393821716,-0.6581848859786987,-1.1457068920135498,0.5256743431091309,0.12232089787721634,1.7020456790924072,23,38.519229888916016,7.152376174926758,-941.562255859375,1525.068359375
1387195235000.0,2013-12-16 12:00:35,5.343963146209717,False,9.47,0.9825448393821716,-0.8644652366638184,-1.1446980237960815,0.5267977118492126,0.12341141700744629,1.7020456790924072,23,38.519229888916016,6.940899848937988,-941.3389892578125,1525.1866455078125
1387195236000.0,2013-12-16 12:00:36,5.400712966918945,False,9.47,0.9825448393821716,-0.9198026061058044,-1.1466200351715088,0.5252013206481934,0.12449844181537628,1.7020456790924072,23,38.519229888916016,6.88416862487793,-941.7643432617188,1525.0185546875
1387195237000.0,2013-12-16 12:00:37,5.1890459060668945,False,9.47,0.9035759568214417,-0.7862769365310669,-1.1470189094543457,0.5245428085327148,0.12558546662330627,1.7020456790924072,23,38.36538314819336,7.021057605743408,-941.8526000976562,1524.94921875
1387195238000.0,2013-12-16 12:00:38,4.910586357116699,False,9.47,0.8344796895980835,-0.5701611042022705,-1.1469700336456299,0.5302571058273315,0.12667249143123627,1.7020456790924072,23,38.230770111083984,7.242617130279541,-941.841796875,1525.5509033203125
1387195239000.0,2013-12-16 12:00:39,4.670307159423828,False,9.47,0.7555108070373535,-0.4128566086292267,-1.1491856575012207,0.5229452848434448,0.12776301801204681,1.7020456790924072,23,38.07692337036133,7.403883934020996,-942.3320922851562,1524.781005859375
1387195240000.0,2013-12-16 12:00:40,5.84140682220459,False,9.47,1.108546495437622,-1.3507919311523438,-1.4016720056533813,0.14950071275234222,0.1288500428199768,1.7020456790924072,22,38.764705657958984,6.442323207855225,-998.2066650390625,1485.4591064453125
1387195241000.0,2013-12-16 12:00:41,5.848715782165527,False,9.47,1.0582242012023926,-1.405298113822937,-1.4034454822540283,0.14976155757904053,0.12994056940078735,1.7020456790924072,22,38.66666793823242,6.386444091796875,-998.59912109375,1485.486572265625
1387195242000.0,2013-12-16 12:00:42,5.807806015014648,False,9.47,1.108546495437622,-1.311547875404358,-1.404178500175476,0.15045946836471558,0.13102759420871735,1.7020456790924072,22,38.764705657958984,6.482555866241455,-998.7613525390625,1485.56005859375
1387195243000.0,2013-12-16 12:00:43,5.814692497253418,False,9.47,1.088417649269104,-1.3372094631195068,-1.4052186012268066,0.14968620240688324,0.13211461901664734,1.7020456790924072,22,38.72549057006836,6.456247806549072,-998.9915161132812,1485.4786376953125
1387195244000.0,2013-12-16 12:00:44,5.7529401779174805,False,9.47,1.0582242012023926,-1.3052961826324463,-1.405097246170044,0.14907176792621613,0.1332051306962967,1.7020456790924072,22,38.66666793823242,6.488965034484863,-998.9646606445312,1485.4139404296875
1387195245000.0,2013-12-16 12:00:45,5.77000617980957,False,9.47,1.0682886838912964,-1.3088343143463135,-1.4069669246673584,0.14957839250564575,0.13429217040538788,1.7020456790924072,22,38.686275482177734,6.485337734222412,-999.37841796875,1485.46728515625
1387195246000.0,2013-12-16 12:00:46,5.719539642333984,False,9.47,1.0783531665802002,-1.2465600967407227,-1.4073632955551147,0.14983807504177094,0.13537919521331787,1.7020456790924072,22,38.70588302612305,6.549180507659912,-999.4661254882812,1485.49462890625
1387195247000.0,2013-12-16 12:00:47,5.669631004333496,False,9.47,1.0582242012023926,-1.215736985206604,-1.4080621004104614,0.1490926295518875,0.13646970689296722,1.7020456790924072,22,38.66666793823242,6.580780029296875,-999.6207885742188,1485.4161376953125
1387195248000.0,2013-12-16 12:00:48,6.171062469482422,False,9.47,1.1985236406326294,-1.540368914604187,-1.3393549919128418,0.253213107585907,0.13755673170089722,1.7020456790924072,22,38.939998626708984,6.247971057891846,-984.4160766601562,1496.3795166015625
1387195249000.0,2013-12-16 12:00:49,6.148154258728027,False,9.47,1.1882575750350952,-1.5262706279754639,-1.3396016359329224,0.25333482027053833,0.1386437565088272,1.7020456790924072,22,38.91999816894531,6.262424468994141,-984.4706420898438,1496.392333984375
1387195250000.0,2013-12-16 12:00:50,6.2594451904296875,False,9.47,1.2190560102462769,-1.6041700839996338,-1.3412412405014038,0.2531980276107788,0.13973428308963776,1.7020456790924072,22,38.97999954223633,6.182562828063965,-984.83349609375,1496.3779296875
1387195251000.0,2013-12-16 12:00:51,6.153221130371094,False,9.47,1.1779932975769043,-1.5376931428909302,-1.3410437107086182,0.25362348556518555,0.14082130789756775,1.7020456790924072,22,38.900001525878906,6.250714302062988,-984.789794921875,1496.4227294921875
1387195252000.0,2013-12-16 12:00:52,6.19658088684082,False,9.47,1.1677272319793701,-1.590822458267212,-1.3414207696914673,0.25265663862228394,0.14190833270549774,1.7020456790924072,22,38.880001068115234,6.19624662399292,-984.8732299804688,1496.3209228515625
1387195253000.0,2013-12-16 12:00:53,6.179459571838379,False,9.47,1.1779932975769043,-1.56002676486969,-1.3430993556976318,0.25329887866973877,0.14299535751342773,1.7020456790924072,22,38.900001525878906,6.227818012237549,-985.2446899414062,1496.3885498046875
1387195254000.0,2013-12-16 12:00:54,5.657742500305176,False,9.47,1.0078998804092407,-1.2407219409942627,-1.4139091968536377,0.14907988905906677,0.14408588409423828,1.7020456790924072,22,38.568626403808594,6.555165767669678,-1000.9147338867188,1485.414794921875
1387195255000.0,2013-12-16 12:00:55,5.751097679138184,False,9.47,1.088417649269104,-1.253163456916809,-1.4135125875473022,0.14878541231155396,0.14517290890216827,1.7020456790924072,22,38.72549057006836,6.542410850524902,-1000.8269653320312,1485.3837890625
1387195256000.0,2013-12-16 12:00:56,4.96697998046875,False,9.47,0.8147364854812622,-0.6193900108337402,-1.1631946563720703,0.521353542804718,0.14625993371009827,1.7020456790924072,23,38.19230651855469,7.192148208618164,-945.4322509765625,1524.6134033203125
1387195257000.0,2013-12-16 12:00:57,5.241275787353516,False,9.47,0.844350278377533,-0.8606507778167725,-1.1635054349899292,0.5233730673789978,0.1473504602909088,1.7020456790924072,23,38.25,6.944810390472412,-945.5010375976562,1524.8260498046875
1387195258000.0,2013-12-16 12:00:58,5.291359901428223,False,9.47,0.844350278377533,-0.9104057550430298,-1.164556622505188,0.5215645432472229,0.1484374850988388,1.7020456790924072,23,38.25,6.893802165985107,-945.733642578125,1524.6356201171875
1387195259000.0,2013-12-16 12:00:59,5.276270866394043,False,9.47,0.844350278377533,-0.893779993057251,-1.1656018495559692,0.5209686756134033,0.1495245099067688,1.7020456790924072,23,38.25,6.910846710205078,-945.9649658203125,1524.5728759765625
1387195260000.0,2013-12-16 12:01:00,5.8308916091918945,False,9.47,1.0582242012023926,-1.2038898468017578,-1.09385347366333,0.6222673654556274,0.1506115347146988,1.7020456790924072,23,38.66666793823242,6.592925548553467,-930.0872192382812,1535.2391357421875
1387195261000.0,2013-12-16 12:01:01,5.391417980194092,False,9.47,0.8937053680419922,-0.9577100276947021,-1.1666159629821777,0.5196424126625061,0.15169855952262878,1.7020456790924072,23,38.346153259277344,6.845306396484375,-946.1893920898438,1524.4332275390625
1387195262000.0,2013-12-16 12:01:02,5.440271377563477,False,9.47,0.9134485721588135,-0.9821488857269287,-1.1692678928375244,0.5205709934234619,0.15278908610343933,1.7020456790924072,23,38.38461685180664,6.820251941680908,-946.7762451171875,1524.531005859375
1387195263000.0,2013-12-16 12:01:03,5.4053449630737305,False,9.47,0.8937053680419922,-0.9660975337028503,-1.1688265800476074,0.520793616771698,0.15387611091136932,1.7020456790924072,23,38.346153259277344,6.836707592010498,-946.6785888671875,1524.554443359375
1387195264000.0,2013-12-16 12:01:04,5.365612983703613,False,9.47,0.8937053680419922,-0.9242649674415588,-1.1697808504104614,0.5208527445793152,0.15496313571929932,1.7020456790924072,23,38.346153259277344,6.879593849182129,-946.8897705078125,1524.5606689453125
1387195265000.0,2013-12-16 12:01:05,5.863489151000977,False,9.47,1.038095235824585,-1.2505332231521606,-1.0971131324768066,0.6196519136428833,0.1560501605272293,1.7020456790924072,23,38.6274528503418,6.545107364654541,-930.80859375,1534.9637451171875
1387195266000.0,2013-12-16 12:01:06,5.782999038696289,False,9.47,1.0280288457870483,-1.176100254058838,-1.0993279218673706,0.6203591227531433,0.1571371853351593,1.7020456790924072,23,38.60784149169922,6.621415138244629,-931.2987060546875,1535.0382080078125
1387195267000.0,2013-12-16 12:01:07,5.773249626159668,False,9.47,1.0481597185134888,-1.1445194482803345,-1.0994092226028442,0.6208877563476562,0.15822771191596985,1.7020456790924072,23,38.64706039428711,6.653791427612305,-931.3167114257812,1535.0938720703125
1387195268000.0,2013-12-16 12:01:08,5.781228065490723,False,9.47,1.038095235824585,-1.1617317199707031,-1.1012574434280396,0.6187835931777954,0.15931473672389984,1.7020456790924072,23,38.6274528503418,6.63614559173584,-931.7257080078125,1534.872314453125
1387195269000.0,2013-12-16 12:01:09,5.886349678039551,False,9.47,1.0783531665802002,-1.2227742671966553,-1.1007130146026611,0.6220621466636658,0.16040176153182983,1.7020456790924072,23,38.70588302612305,6.573565483093262,-931.605224609375,1535.217529296875
1387195270000.0,2013-12-16 12:01:10,5.869809150695801,False,9.47,1.088417649269104,-1.1967573165893555,-1.1025245189666748,0.6185714602470398,0.1614922732114792,1.7020456790924072,23,38.72549057006836,6.600237846374512,-932.006103515625,1534.8499755859375
1387195271000.0,2013-12-16 12:01:11,5.97368049621582,False,9.47,1.088417649269104,-1.2980495691299438,-1.103785753250122,0.6188021302223206,0.16257931292057037,1.7020456790924072,23,38.72549057006836,6.496394157409668,-932.2852172851562,1534.874267578125
1387195272000.0,2013-12-16 12:01:12,6.056929588317871,False,9.47,1.108546495437622,-1.359883189201355,-1.105518102645874,0.6172695159912109,0.16366633772850037,1.7020456790924072,23,38.764705657958984,6.433002948760986,-932.6685791015625,1534.712890625
1387195273000.0,2013-12-16 12:01:13,6.0801897048950195,False,9.47,1.1186109781265259,-1.3698210716247559,-1.106459379196167,0.6184960603713989,0.16475684940814972,1.7020456790924072,23,38.7843132019043,6.422814846038818,-932.8768920898438,1534.842041015625
1387195274000.0,2013-12-16 12:01:14,6.082354545593262,False,9.47,1.1186109781265259,-1.3698210716247559,-1.1067818403244019,0.6192507743835449,0.1658438742160797,1.7020456790924072,23,38.7843132019043,6.422814846038818,-932.9482421875,1534.9215087890625
1387195275000.0,2013-12-16 12:01:15,6.154229164123535,False,9.47,1.1186109781265259,-1.4400752782821655,-1.1073071956634521,0.6192589402198792,0.1669308990240097,1.7020456790924072,23,38.7843132019043,6.350790977478027,-933.0645141601562,1534.92236328125
1387195276000.0,2013-12-16 12:01:16,6.211507797241211,False,9.47,1.1488044261932373,-1.46451735496521,-1.1082664728164673,0.6198524832725525,0.16802142560482025,1.7020456790924072,23,38.843135833740234,6.325733184814453,-933.2767944335938,1534.98486328125
1387195277000.0,2013-12-16 12:01:17,6.1583147048950195,False,9.47,1.1387399435043335,-1.4204703569412231,-1.1085419654846191,0.6194084882736206,0.16910845041275024,1.7020456790924072,23,38.82352828979492,6.370889663696289,-933.3377685546875,1534.9381103515625
1387195278000.0,2013-12-16 12:01:18,6.251461029052734,False,9.47,1.1689352989196777,-1.4821999073028564,-1.109325647354126,0.618759274482727,0.17019547522068024,1.7020456790924072,23,38.882354736328125,6.307605266571045,-933.5111694335938,1534.8697509765625
1387195279000.0,2013-12-16 12:01:19,6.314619064331055,False,9.47,1.1789997816085815,-1.5331093072891235,-1.110506534576416,0.6186757683753967,0.17128250002861023,1.7020456790924072,23,38.90196228027344,6.25541353225708,-933.7725219726562,1534.8609619140625
1387195280000.0,2013-12-16 12:01:20,6.22381591796875,False,9.47,1.1689352989196777,-1.451348900794983,-1.1103767156600952,0.6187360882759094,0.17237302660942078,1.7020456790924072,23,38.882354736328125,6.3392333984375,-933.7437744140625,1534.8673095703125
1387195281000.0,2013-12-16 12:01:21,6.28855037689209,False,9.47,1.1890642642974854,-1.493976354598999,-1.1121015548706055,0.6179025173187256,0.17346005141735077,1.7020456790924072,23,38.92156982421875,6.2955322265625,-934.12548828125,1534.779541015625
1387195282000.0,2013-12-16 12:01:22,5.830753326416016,False,9.47,1.0516431331634521,-1.199584722518921,-1.1860172748565674,0.5169156789779663,0.17454707622528076,1.7020456790924072,23,38.653846740722656,6.597339153289795,-950.4828491210938,1524.1461181640625
1387195283000.0,2013-12-16 12:01:23,6.2615556716918945,False,9.47,1.1991287469863892,-1.452073097229004,-1.1137988567352295,0.6188752055168152,0.17563410103321075,1.7020456790924072,23,38.94117736816406,6.338490962982178,-934.5010986328125,1534.8819580078125
1387195284000.0,2013-12-16 12:01:24,6.27442741394043,False,9.47,1.1789997816085815,-1.4834129810333252,-1.1148844957351685,0.6183604598045349,0.1767246276140213,1.7020456790924072,23,38.90196228027344,6.306361675262451,-934.7413330078125,1534.8277587890625
1387195285000.0,2013-12-16 12:01:25,6.254894256591797,False,9.47,1.209193229675293,-1.4319491386413574,-1.114741563796997,0.6191534399986267,0.1778116524219513,1.7020456790924072,23,38.960784912109375,6.359121799468994,-934.709716796875,1534.9112548828125
1387195286000.0,2013-12-16 12:01:26,6.172967910766602,False,9.47,1.1387399435043335,-1.4204703569412231,-1.1160789728164673,0.6167339086532593,0.1788986772298813,1.7020456790924072,23,38.82352828979492,6.370889663696289,-935.0056762695312,1534.656494140625
1387195287000.0,2013-12-16 12:01:27,6.222298622131348,False,9.47,1.1789997816085815,-1.4279803037643433,-1.1165746450424194,0.6167130470275879,0.17998570203781128,1.7020456790924072,23,38.90196228027344,6.363190650939941,-935.1153564453125,1534.654296875
1387195288000.0,2013-12-16 12:01:28,5.238032341003418,False,9.47,0.9331898093223572,-0.6880493760108948,-0.9051766991615295,0.8284945487976074,0.18107622861862183,1.7020456790924072,23,38.42307662963867,7.121759414672852,-888.3335571289062,1556.953857421875
1387195289000.0,2013-12-16 12:01:29,5.145535945892334,False,9.47,0.9035759568214417,-0.6220752000808716,-0.906421959400177,0.8292539119720459,0.18216325342655182,1.7020456790924072,23,38.36538314819336,7.189395427703857,-888.609130859375,1557.0338134765625
1387195290000.0,2013-12-16 12:01:30,4.810393333435059,False,9.47,0.7353955507278442,-0.47722429037094116,-0.9817699790000916,0.7307074069976807,0.1832502782344818,1.7020456790924072,23,38.03773498535156,7.337894916534424,-905.283447265625,1546.6573486328125
1387195291000.0,2013-12-16 12:01:31,4.666569709777832,False,9.47,0.7450801730155945,-0.33433714509010315,-0.9899523258209229,0.7108170390129089,0.1843373030424118,1.7020456790924072,23,38.056602478027344,7.484381198883057,-907.0941772460938,1544.56298828125
1387195292000.0,2013-12-16 12:01:32,4.94619083404541,False,9.47,0.5924546122550964,-0.036684587597846985,-1.2669551372528076,1.1626267433166504,0.1854243278503418,1.7020456790924072,24,37.75925827026367,7.789531230926514,-968.3941650390625,1592.1363525390625
1387195293000.0,2013-12-16 12:01:33,6.252546310424805,False,9.47,0.8806685209274292,-1.0363824367523193,-1.4696071147918701,0.9773274660110474,0.18651485443115234,1.7020456790924072,24,38.32075500488281,6.764652252197266,-1013.2405395507812,1572.625244140625
1387195294000.0,2013-12-16 12:01:34,6.145076751708984,False,9.47,0.8419281840324402,-0.9670556783676147,-1.4695804119110107,0.9768649339675903,0.18760187923908234,1.7020456790924072,24,38.24528121948242,6.8357253074646,-1013.234619140625,1572.5765380859375
1387195295000.0,2013-12-16 12:01:35,5.835683822631836,False,9.47,1.0121586322784424,-1.2214761972427368,-1.196251630783081,0.5150631070137024,0.18868890404701233,1.7020456790924072,23,38.57692337036133,6.574896335601807,-952.7476806640625,1523.9510498046875
1387195296000.0,2013-12-16 12:01:36,5.732234001159668,False,9.47,0.9628036022186279,-1.16602623462677,-1.1968269348144531,0.51475590467453,0.18977592885494232,1.7020456790924072,23,38.480770111083984,6.63174295425415,-952.875,1523.918701171875
1387195297000.0,2013-12-16 12:01:37,4.360344886779785,False,9.47,0.6676013469696045,-0.09793595224618912,-0.9946258664131165,0.707273006439209,0.19086295366287231,1.7020456790924072,23,37.90565872192383,7.726737022399902,-908.12841796875,1544.1898193359375
1387195298000.0,2013-12-16 12:01:38,4.437221527099609,False,9.47,0.6869724988937378,-0.15361237525939941,-0.9951404929161072,0.7075002193450928,0.1919499784708023,1.7020456790924072,23,37.943397521972656,7.669658184051514,-908.2423095703125,1544.2137451171875
1387195299000.0,2013-12-16 12:01:39,5.319062232971191,False,9.47,0.8937053680419922,-0.8221773505210876,-1.2019591331481934,0.5061375498771667,0.1930370032787323,1.7020456790924072,23,38.346153259277344,6.9842529296875,-954.0107421875,1523.01123046875
1387195300000.0,2013-12-16 12:01:40,5.181006908416748,False,9.47,0.8739641308784485,-0.6982829570770264,-1.201945424079895,0.5106449723243713,0.1941240280866623,1.7020456790924072,23,38.30769348144531,7.111268043518066,-954.0076904296875,1523.48583984375
1387195301000.0,2013-12-16 12:01:41,4.2684431076049805,False,9.47,0.6094937324523926,0.05609270557761192,-0.996677577495575,0.7089226841926575,0.19521105289459229,1.7020456790924072,23,37.79245376586914,7.884645462036133,-908.5824584960938,1544.363525390625
1387195302000.0,2013-12-16 12:01:42,4.2533416748046875,False,9.47,0.5998091101646423,0.044862352311611176,-0.9966381192207336,0.7136886715888977,0.19629807770252228,1.7020456790924072,23,37.77358627319336,7.873132228851318,-908.57373046875,1544.8653564453125
1387195303000.0,2013-12-16 12:01:43,4.312328815460205,False,9.47,0.6385475397109985,-0.06370488554239273,-0.9984595775604248,0.7121861577033997,0.19738510251045227,1.7020456790924072,23,37.849056243896484,7.7618303298950195,-908.976806640625,1544.7071533203125
1387195304000.0,2013-12-16 12:01:44,4.982687950134277,False,9.47,0.8640915155410767,-0.5025608539581299,-1.2042787075042725,0.5112396478652954,0.19847212731838226,1.7020456790924072,23,38.28845977783203,7.311920166015625,-954.5240478515625,1523.5484619140625
1387195305000.0,2013-12-16 12:01:45,5.038402557373047,False,9.47,0.8640915155410767,-0.555068850517273,-1.204209804534912,0.5134273171424866,0.19955916702747345,1.7020456790924072,23,38.28845977783203,7.258089542388916,-954.5087890625,1523.77880859375
1387195306000.0,2013-12-16 12:01:46,5.188877105712891,False,9.47,0.8937053680419922,-0.6731910705566406,-1.205698847770691,0.5135861039161682,0.2006496787071228,1.7020456790924072,23,38.346153259277344,7.13699197769165,-954.8383178710938,1523.7955322265625
1387195307000.0,2013-12-16 12:01:47,5.350552558898926,False,9.47,0.9134485721588135,-0.8159661293029785,-1.206421971321106,0.5109336376190186,0.2017367035150528,1.7020456790924072,23,38.38461685180664,6.9906206130981445,-954.9983520507812,1523.5162353515625
1387195308000.0,2013-12-16 12:01:48,5.364566802978516,False,9.47,0.9035759568214417,-0.8382319808006287,-1.2086044549942017,0.5092850923538208,0.2028237283229828,1.7020456790924072,23,38.36538314819336,6.967793941497803,-955.4813232421875,1523.3426513671875
