gps_millis,timestamp,mean_consistency_error,max_consistency_error,rms_consistency_error,spoofing_alert
1387195256000.0,2023-12-21 12:00:56,0.7214780996630094,2.5586070380149764,0.9745293544838115,False
1387195257000.0,2023-12-21 12:00:57,0.8884323073868257,3.6490081819941906,1.2557141798226794,False
1387195258000.0,2023-12-21 12:00:58,0.8354175954896744,2.775464661367593,1.1521175741335938,False
1387195259000.0,2023-12-21 12:00:59,0.8954506764847571,5.547127718125012,1.29817327089182,False
1387195260000.0,2023-12-21 12:01:00,1.0596037367911975,3.904724553718097,1.401555208515477,False
1387195261000.0,2023-12-21 12:01:01,0.842226586248255,3.755166230128623,1.1325083307742825,False
1387195262000.0,2023-12-21 12:01:02,1.0169592317812222,3.594786995169329,1.3547893416294452,False
1387195263000.0,2023-12-21 12:01:03,0.9282505008463953,2.9104671432045137,1.1976988286832073,False
1387195264000.0,2023-12-21 12:01:04,0.9108441251191574,2.7464007955620957,1.1534845808756284,False
1387195265000.0,2023-12-21 12:01:05,0.9559744670604355,3.2988991216121804,1.1920173416593898,False
1387195266000.0,2023-12-21 12:01:06,0.9054893031942458,2.750929136617188,1.146078803771261,False
1387195267000.0,2023-12-21 12:01:07,0.981181114468792,2.90305937005094,1.250641458732999,False
1387195268000.0,2023-12-21 12:01:08,0.8555117973213215,2.6779914943658696,1.0654510035454854,False
1387195269000.0,2023-12-21 12:01:09,0.873069310458804,2.910800183080994,1.1063646954714108,False
1387195270000.0,2023-12-21 12:01:10,0.9736829727575121,2.8645500888975164,1.2121863939034772,False
1387195271000.0,2023-12-21 12:01:11,0.968623733347062,3.096959661647702,1.2474751024599622,False
1387195272000.0,2023-12-21 12:01:12,0.9844249364831245,3.7128300876909464,1.2441094637849206,False
1387195273000.0,2023-12-21 12:01:13,0.896401456296028,2.8085372774317108,1.1346680117940398,False
1387195274000.0,2023-12-21 12:01:14,0.9906936773028299,3.7933967244693747,1.286566517360029,False
1387195275000.0,2023-12-21 12:01:15,1.0372644910576685,2.966822480739893,1.2576413641223114,False
1387195276000.0,2023-12-21 12:01:16,0.9828471909880332,4.638196046803046,1.3306629766793099,False
1387195277000.0,2023-12-21 12:01:17,0.9744730827793301,3.7836995161278253,1.242272856508979,False
1387195278000.0,2023-12-21 12:01:18,1.0552739588076205,4.359775877579182,1.410503751946998,False
1387195279000.0,2023-12-21 12:01:19,0.8662966205795456,3.013754005592574,1.1228436866227038,False
1387195280000.0,2023-12-21 12:01:20,1.137753473952145,3.6554495006873537,1.3951008818622748,False
1387195281000.0,2023-12-21 12:01:21,0.8721257826498234,3.0122367055667922,1.1269347207061031,False
1387195282000.0,2023-12-21 12:01:22,0.8819509341272157,2.8019396149916815,1.145352124039429,False
1387195283000.0,2023-12-21 12:01:23,0.8706951914120694,2.381180909982163,1.0916313939160656,False
1387195284000.0,2023-12-21 12:01:24,1.053318640528569,3.209684917040491,1.3806327397561098,False
1387195285000.0,2023-12-21 12:01:25,0.8154683970822444,3.1144452212299853,1.080847406854568,False
1387195286000.0,2023-12-21 12:01:26,0.7848057215768771,2.3533996737814107,1.0260993397498868,False
1387195287000.0,2023-12-21 12:01:27,1.0273958315808076,3.6949435974498783,1.3326425912364994,False
1387195288000.0,2023-12-21 12:01:28,0.8357286276201121,3.6070646176953574,1.128688737898448,False
1387195289000.0,2023-12-21 12:01:29,0.998681327258348,3.318672792747421,1.3318998693083395,True
1387195290000.0,2023-12-21 12:01:30,0.8837200066626048,3.5624691839748834,1.1719154254671018,True
1387195291000.0,2023-12-21 12:01:31,1.40877710146864,18.591897594685406,2.947305961192225,True
1387195292000.0,2023-12-21 12:01:32,0.846207122578319,4.593954851353885,1.171722484912162,True
1387195293000.0,2023-12-21 12:01:33,0.9952756386617594,5.576329702678208,1.422486045930779,True
1387195294000.0,2023-12-21 12:01:34,1.0840744294337898,3.3306472887886684,1.366036863277518,False
1387195295000.0,2023-12-21 12:01:35,1.0011024892273683,5.17848305545931,1.3867401605159706,False
1387195296000.0,2023-12-21 12:01:36,0.853650499184334,2.444736023358189,1.0788894481989642,False
1387195297000.0,2023-12-21 12:01:37,0.8666524168179327,3.5156344545930267,1.1197691143426813,False
1387195298000.0,2023-12-21 12:01:38,1.048506169083565,3.7196696294823255,1.3579421201605042,False
1387195299000.0,2023-12-21 12:01:39,0.9661238050649479,4.51807950396568,1.2592622390131658,False
1387195300000.0,2023-12-21 12:01:40,0.9882049678790192,3.315414642190902,1.2045334220653952,False
1387195301000.0,2023-12-21 12:01:41,1.0658740899848174,3.7889770444284068,1.4116103667487663,False
1387195302000.0,2023-12-21 12:01:42,0.9223261592242408,3.522214988473621,1.2119133887197155,False
1387195303000.0,2023-12-21 12:01:43,1.0161710758765787,4.894939453116024,1.318882821164289,False
1387195304000.0,2023-12-21 12:01:44,0.9438541147625412,3.2639808285846073,1.209634118100773,False
1387195305000.0,2023-12-21 12:01:45,0.8595906724919444,3.3413921645953906,1.147914756409058,False
1387195306000.0,2023-12-21 12:01:46,0.8932481888248351,3.4106071495755117,1.1313663848461077,False
1387195307000.0,2023-12-21 12:01:47,0.9188451631414348,5.400221347033266,1.3512437776653516,False
1387195308000.0,2023-12-21 12:01:48,0.9512422690911836,3.471723171187989,1.2560151509067354,False
1387195309000.0,2023-12-21 12:01:49,0.9694100845053805,4.845619700461384,1.34438790076146,False
1387195310000.0,2023-12-21 12:01:50,1.0076872844449485,3.9870099002703796,1.3902874270211358,False
1387195311000.0,2023-12-21 12:01:51,0.9002564169829619,3.8525970125354547,1.2051324457324832,False
1387195312000.0,2023-12-21 12:01:52,1.0795754700831304,5.732004620565249,1.471819260928461,False
1387195313000.0,2023-12-21 12:01:53,0.9031877335370437,3.640058347089166,1.154109152812814,False
1387195314000.0,2023-12-21 12:01:54,1.078257964981541,4.3533101475222225,1.3992253190924604,False
1387195315000.0,2023-12-21 12:01:55,1.0198626741519587,3.6088437522704737,1.2947211876443672,False
1387195316000.0,2023-12-21 12:01:56,1.0442396002738072,4.318372296980613,1.3877266718975716,False
1387195317000.0,2023-12-21 12:01:57,0.9126905087698224,4.772353782241964,1.2152660905263644,False
1387195318000.0,2023-12-21 12:01:58,0.9324561192892052,3.708818796742449,1.2013863103150586,False
1387195319000.0,2023-12-21 12:01:59,0.9605509018938007,3.7012011552248083,1.2375806352031864,False
1387195320000.0,2023-12-21 12:02:00,0.9705239322036555,5.460575688724759,1.3392972415833744,False
1387195321000.0,2023-12-21 12:02:01,1.0577287839387028,4.746885885589052,1.4763607344714729,False
1387195322000.0,2023-12-21 12:02:02,0.8939390106613913,4.263946262389936,1.1917376415973107,False
1387195323000.0,2023-12-21 12:02:03,0.962917011326176,3.9533485208144157,1.2943748849107661,False
1387195324000.0,2023-12-21 12:02:04,0.9320166389885084,3.7795539059037537,1.2245278819280319,False
1387195325000.0,2023-12-21 12:02:05,0.8654582339258741,4.391312010431136,1.2358327461477323,False
1387195326000.0,2023-12-21 12:02:06,0.8969278355657686,3.1275293629464898,1.1946865691584858,False
1387195327000.0,2023-12-21 12:02:07,0.9473532381796503,3.829060907348449,1.2192936546158422,False
1387195328000.0,2023-12-21 12:02:08,0.8368504354495284,2.576827362487336,1.067413195611425,False
1387195329000.0,2023-12-21 12:02:09,0.8282184449804397,4.1034701222110925,1.129364828891612,False
1387195330000.0,2023-12-21 12:02:10,1.0248219629333175,3.1263518356722955,1.3295529542023417,False
1387195331000.0,2023-12-21 12:02:11,0.8790664483331543,2.6534411623531966,1.0814622992156027,False
1387195332000.0,2023-12-21 12:02:12,0.9282586509347475,2.6513366002464522,1.1528764340774245,False
1387195333000.0,2023-12-21 12:02:13,1.0167173980882784,2.8359997590538057,1.22461730823677,False
1387195334000.0,2023-12-21 12:02:14,0.891773082545128,3.1165566593444964,1.1346646643816785,False
1387195335000.0,2023-12-21 12:02:15,0.9894373631759696,4.048332752756835,1.307610659096359,False
1387195336000.0,2023-12-21 12:02:16,0.9927048514777689,3.9564165817045023,1.328832109513504,False
1387195337000.0,2023-12-21 12:02:17,0.8721110418893807,2.818230480413277,1.1420588520832275,False
1387195338000.0,2023-12-21 12:02:18,0.9040407970516339,3.939759434072812,1.252976056750273,False
1387195339000.0,2023-12-21 12:02:19,0.7828206733672028,2.957607705656443,1.0129319025666552,False
1387195340000.0,2023-12-21 12:02:20,0.7755405851545376,4.09478144540752,1.15156324567173,False
1387195341000.0,2023-12-21 12:02:21,0.9228328926545404,3.9694973963237743,1.2906759932209366,False
1387195342000.0,2023-12-21 12:02:22,0.7869288549994147,2.997065612851003,1.0820066081117825,False
1387195343000.0,2023-12-21 12:02:23,0.99729976378638,6.108139193040245,1.5272458677680358,False
1387195344000.0,2023-12-21 12:02:24,0.9104576515686511,4.280546375597567,1.310796872991836,False
1387195345000.0,2023-12-21 12:02:25,0.8140932595547068,6.009740267506345,1.3059839118540029,False
1387195346000.0,2023-12-21 12:02:26,1.0056360032392058,3.9648614374469844,1.3901504236245152,False
1387195347000.0,2023-12-21 12:02:27,0.846006854193698,4.051970967841726,1.2175041594689195,False
1387195348000.0,2023-12-21 12:02:28,0.8066491815946834,2.8455087723438695,1.084133916029787,False
1387195349000.0,2023-12-21 12:02:29,0.8315646720249522,3.502601365896396,1.164625325194691,False
1387195350000.0,2023-12-21 12:02:30,0.9312964700004467,2.901582677278668,1.2340698318152559,False
1387195351000.0,2023-12-21 12:02:31,0.8841319012910162,2.9105505550386255,1.144217116651001,False
1387195352000.0,2023-12-21 12:02:32,0.7934654486293028,3.7628835621662233,1.0867133370260353,False
1387195353000.0,2023-12-21 12:02:33,0.9216982128835904,2.839556870065479,1.2249369731584054,False
1387195354000.0,2023-12-21 12:02:34,0.7766275077592948,2.8589405715404155,1.0216888245512261,False
1387195355000.0,2023-12-21 12:02:35,0.8487847250920555,3.734895612399953,1.1535735971774403,False
1387195356000.0,2023-12-21 12:02:36,0.8533583040257855,2.882938832227879,1.135843167232904,False
1387195357000.0,2023-12-21 12:02:37,0.9015152069309395,2.9652287660915135,1.1771228912519724,False
1387195358000.0,2023-12-21 12:02:38,0.9594495745717789,3.7977692128778813,1.2143866059220696,False
1387195359000.0,2023-12-21 12:02:39,0.8610806967977293,2.994733205212121,1.133205669805132,False
1387195360000.0,2023-12-21 12:02:40,0.8091583532689939,2.7248001297605526,0.9978450525185192,False
1387195361000.0,2023-12-21 12:02:41,1.038714434635893,3.799763053240241,1.3655503085303093,False
1387195362000.0,2023-12-21 12:02:42,0.881620576288695,2.72924445800129,1.0556656781383809,False
1387195363000.0,2023-12-21 12:02:43,1.0112085861232152,3.6743927682963715,1.3082277621628495,False
1387195364000.0,2023-12-21 12:02:44,0.9310488819260254,3.7143653551699316,1.1253800539061345,False
1387195365000.0,2023-12-21 12:02:45,0.9365480072789506,3.078739767930628,1.1345443418187124,False
1387195366000.0,2023-12-21 12:02:46,1.0823514377977586,3.6918548474215527,1.310799497379812,False
1387195367000.0,2023-12-21 12:02:47,0.8771561718915163,3.128350513884641,1.0424164112743153,False
1387195368000.0,2023-12-21 12:02:48,0.9975163109096445,3.059834579749534,1.2266527008135113,False
1387195369000.0,2023-12-21 12:02:49,0.9889627171084732,4.9310923768971975,1.29606693816212,False
1387195370000.0,2023-12-21 12:02:50,0.9669948073614771,3.8739928449711556,1.2165671407010914,False
1387195371000.0,2023-12-21 12:02:51,0.9147002812887582,3.6923389898950063,1.1379567919475095,False
1387195372000.0,2023-12-21 12:02:52,1.0358147190293214,3.5738163149055424,1.3148871479605,False
1387195373000.0,2023-12-21 12:02:53,0.9312250781308048,3.65258666221996,1.1374721133766659,False
1387195374000.0,2023-12-21 12:02:54,1.1031942810830915,4.281911551695202,1.4582566430576551,False
1387195375000.0,2023-12-21 12:02:55,0.9926380284059577,3.652199508751522,1.2696445013575497,False
1387195376000.0,2023-12-21 12:02:56,0.9702530142063867,3.365740825386233,1.2048064664171263,False
1387195377000.0,2023-12-21 12:02:57,0.8772768986582024,5.421230402411879,1.278700683422487,False
1387195378000.0,2023-12-21 12:02:58,0.9273562560488533,5.251523851938941,1.3182307819752543,False
1387195379000.0,2023-12-21 12:02:59,0.9307839989249597,3.28955024507259,1.2153640884271097,False
1387195380000.0,2023-12-21 12:03:00,0.8796144312607296,3.419800271807574,1.1746515528789536,False
1387195381000.0,2023-12-21 12:03:01,0.8474969117461129,3.412643689073846,1.123241547318639,False
1387195382000.0,2023-12-21 12:03:02,0.8936438037254008,3.422914246171345,1.2341865793883788,False
1387195383000.0,2023-12-21 12:03:03,0.9037921739145912,3.3371103419660813,1.1730914483016912,False
1387195384000.0,2023-12-21 12:03:04,0.9077425280310611,3.640972058167307,1.1989722970862557,False
1387195385000.0,2023-12-21 12:03:05,0.9144619649504984,4.266097603077924,1.236599477019444,False
1387195386000.0,2023-12-21 12:03:06,0.9972679039746688,4.1587774558007595,1.3694644430933836,False
1387195387000.0,2023-12-21 12:03:07,0.8921436008704744,2.4217826595199483,1.0874960910980564,False
1387195388000.0,2023-12-21 12:03:08,1.0458013653842864,3.560517995510054,1.3980337404454302,False
1387195389000.0,2023-12-21 12:03:09,0.8568429279270895,3.4947620416583973,1.1400854854358846,False
1387195390000.0,2023-12-21 12:03:10,0.7380898996727701,2.360689842203101,0.9105893980370496,False
1387195391000.0,2023-12-21 12:03:11,1.0369438137207037,3.5265891539903578,1.266335588410963,False
1387195392000.0,2023-12-21 12:03:12,1.0427784608611184,4.488465142942516,1.4103992055675858,False
1387195393000.0,2023-12-21 12:03:13,1.0199361041910826,3.522503096830434,1.3166562390927994,False
1387195394000.0,2023-12-21 12:03:14,0.9529514369058731,3.2291034485244836,1.1925500096276214,False
1387195395000.0,2023-12-21 12:03:15,0.9047966145898408,4.743653173004873,1.2537554022141897,False
1387195396000.0,2023-12-21 12:03:16,0.9701639584512783,5.671202611072374,1.32052017336312,False
1387195397000.0,2023-12-21 12:03:17,0.9549888827462593,5.031048019142645,1.3311584132511098,False
1387195398000.0,2023-12-21 12:03:18,1.1373866522790512,5.682510289425352,1.6470069594089076,False
1387195399000.0,2023-12-21 12:03:19,0.8976201719443107,3.0925824486545395,1.1556940115291452,False
1387195400000.0,2023-12-21 12:03:20,1.147512818661593,6.189991385413009,1.6408072495847337,False
1387195401000.0,2023-12-21 12:03:21,1.099553593186114,4.6061563729918475,1.4406834030525046,False
1387195402000.0,2023-12-21 12:03:22,0.8904724167553361,3.05681938728263,1.1597005309481072,False
1387195403000.0,2023-12-21 12:03:23,0.9929850453225002,3.7292258494895805,1.280930193468488,False
1387195404000.0,2023-12-21 12:03:24,1.0818526540239561,3.794924602909987,1.4323156216439705,False
1387195405000.0,2023-12-21 12:03:25,0.8808636756085074,3.5998842841675014,1.1429321345136196,False
1387195406000.0,2023-12-21 12:03:26,0.9003038868151532,3.03234560509172,1.1223925382437894,False
1387195407000.0,2023-12-21 12:03:27,1.0519717574139906,3.4047693913232706,1.3144478555522323,False
1387195408000.0,2023-12-21 12:03:28,0.9482692254763638,3.119112082586028,1.1788309672774506,False
1387195409000.0,2023-12-21 12:03:29,1.0156554116768026,3.485270923678513,1.2951647147440102,False
1387195410000.0,2023-12-21 12:03:30,1.0596076263849588,3.8752053576845924,1.3271582054863835,False
1387195411000.0,2023-12-21 12:03:31,1.014897518982498,3.4345805441519985,1.2536464985233327,False
1387195412000.0,2023-12-21 12:03:32,1.0553153431237474,4.596490513469348,1.375645863505254,False
1387195413000.0,2023-12-21 12:03:33,0.9337995660457296,2.5389594987351813,1.102696049530574,False
1387195414000.0,2023-12-21 12:03:34,0.8806173219642577,2.897552264480865,1.1001690746812764,False
1387195415000.0,2023-12-21 12:03:35,1.0402797906490622,2.9767234302607477,1.3158889611122624,False
1387195416000.0,2023-12-21 12:03:36,0.9594606740024012,3.3715132441462003,1.1909234502237593,False
1387195417000.0,2023-12-21 12:03:37,0.9277760391069685,2.8522617020356194,1.186190362345183,False
1387195418000.0,2023-12-21 12:03:38,0.9737375516990895,3.4286183807382997,1.2244918842758896,False
1387195419000.0,2023-12-21 12:03:39,0.9405240940509813,2.821981072566956,1.2096103194095935,False
1387195420000.0,2023-12-21 12:03:40,0.8773564025188191,2.9554975475092533,1.1044189659195223,False
1387195421000.0,2023-12-21 12:03:41,0.904547270599957,2.7671191954097765,1.1407129599986094,False
1387195422000.0,2023-12-21 12:03:42,1.0472634964082577,4.336730790091963,1.3937605823750272,False
1387195423000.0,2023-12-21 12:03:43,0.8690291675838361,2.719069987513393,1.0554556310385934,False
1387195424000.0,2023-12-21 12:03:44,0.9214330742277568,3.4166791485023964,1.1887456874612208,False
1387195425000.0,2023-12-21 12:03:45,0.9701424102946254,2.7912946782204386,1.2317673732824361,False
1387195426000.0,2023-12-21 12:03:46,0.7877572682561724,2.4925939993570694,0.9917706520224963,False
1387195427000.0,2023-12-21 12:03:47,0.8683610928817425,2.789631371033167,1.142843028876617,False
1387195428000.0,2023-12-21 12:03:48,0.8735902494174783,3.3763319753142014,1.1256372175813698,False
1387195429000.0,2023-12-21 12:03:49,0.9041988509755278,3.337830892393555,1.2298859118708512,False
1387195430000.0,2023-12-21 12:03:50,0.9595540934621019,3.8920124036604875,1.295992891867166,False
1387195431000.0,2023-12-21 12:03:51,1.0257630876847414,3.6004032609731667,1.3526690267579649,False
1387195432000.0,2023-12-21 12:03:52,0.7918660803989346,2.7367322411129607,1.1039094749735359,False
1387195433000.0,2023-12-21 12:03:53,0.8096676585676202,3.4148200992681836,1.1302059015387564,False
1387195434000.0,2023-12-21 12:03:54,0.7928909692887871,4.02728270501234,1.1355484524318473,False
1387195435000.0,2023-12-21 12:03:55,0.9381363974992177,3.241429678756674,1.2550507924239236,False
1387195436000.0,2023-12-21 12:03:56,1.021082861855204,3.7145358464186025,1.352646426056376,False
1387195437000.0,2023-12-21 12:03:57,0.7882877504710438,2.8779561726134375,1.091298808696789,False
1387195438000.0,2023-12-21 12:03:58,0.838284155713027,2.600666071919022,1.130163582992477,False
1387195439000.0,2023-12-21 12:03:59,0.7752831463399639,2.557911984232547,1.0461371586811727,False
1387195440000.0,2023-12-21 12:04:00,0.9039760761079648,3.301825619830396,1.2369522094272323,False
1387195441000.0,2023-12-21 12:04:01,1.0379552083301038,4.709284368309454,1.4332158797905097,False
1387195442000.0,2023-12-21 12:04:02,0.8674062817199572,3.2005656301648173,1.1607735608623573,False
1387195443000.0,2023-12-21 12:04:03,0.8879433988063863,3.945416025993495,1.2318130017016309,False
1387195444000.0,2023-12-21 12:04:04,0.7634220507973638,2.7721731610389497,1.04613641955897,False
1387195445000.0,2023-12-21 12:04:05,0.8375636809764275,3.5268748256857805,1.1981275677846102,False
1387195446000.0,2023-12-21 12:04:06,0.8657200342601307,3.2762734909145763,1.1954200776050934,False
1387195447000.0,2023-12-21 12:04:07,0.9493149566745775,3.5862873884694118,1.3188512197036337,False
1387195448000.0,2023-12-21 12:04:08,0.7519873641930219,2.500448673420081,1.0224344951765312,False
1387195449000.0,2023-12-21 12:04:09,0.9681771672189765,3.611569284264249,1.3243209778383878,False
1387195450000.0,2023-12-21 12:04:10,0.9095210750404749,3.471423775648489,1.2143798796681164,False
1387195451000.0,2023-12-21 12:04:11,0.9988308289565291,3.140382623498766,1.2638360130011952,False
1387195452000.0,2023-12-21 12:04:12,0.9754631841905459,3.1916223850442975,1.2577029611794048,False
1387195453000.0,2023-12-21 12:04:13,0.8381960800104605,3.4215250391283547,1.0887099074415563,False
1387195454000.0,2023-12-21 12:04:14,0.9523900473077684,3.2327849903214343,1.2354575793185671,False
1387195455000.0,2023-12-21 12:04:15,0.9626927495681563,3.4562502814961142,1.204100370360641,False
1387195456000.0,2023-12-21 12:04:16,1.0023696194910081,3.161288910793502,1.2561493827562846,False
1387195457000.0,2023-12-21 12:04:17,1.2643544621522849,4.564576996689027,1.588779718399769,False
1387195458000.0,2023-12-21 12:04:18,0.9387194919996336,2.5262907968515265,1.1450124710454863,False
1387195459000.0,2023-12-21 12:04:19,1.0276424806492632,3.055527589907797,1.2202579630839387,False
1387195460000.0,2023-12-21 12:04:20,1.143777499933309,3.358570619431461,1.405995186923753,False
1387195461000.0,2023-12-21 12:04:21,1.1594471451244113,3.1554816087671895,1.3800114767398526,False
1387195462000.0,2023-12-21 12:04:22,1.0592759764994975,3.3930203770335723,1.2866959412671586,False
1387195463000.0,2023-12-21 12:04:23,1.0929882250717762,4.485914635864674,1.388791499579168,False
1387195464000.0,2023-12-21 12:04:24,1.1782219437761083,3.3222851154322157,1.4313991906274286,False
1387195465000.0,2023-12-21 12:04:25,1.0516936094491705,3.242660136717788,1.2840839466961087,False
1387195466000.0,2023-12-21 12:04:26,1.0146811144719936,3.4120249698537037,1.2636831226947298,False
1387195467000.0,2023-12-21 12:04:27,1.1352606952650857,3.259545347260694,1.3589337592288584,False
1387195468000.0,2023-12-21 12:04:28,0.9405252648822043,2.345502394946351,1.09709615352842,False
1387195469000.0,2023-12-21 12:04:29,1.005966384110517,3.166027112825006,1.2362271060958427,False
1387195470000.0,2023-12-21 12:04:30,1.1678860800138517,3.2529451549310515,1.4242614068199742,False
1387195471000.0,2023-12-21 12:04:31,1.0573375027558523,3.8302063541611915,1.3416795824899317,False
1387195472000.0,2023-12-21 12:04:32,1.0539689447400244,2.752026320755533,1.2705871545131644,False
1387195473000.0,2023-12-21 12:04:33,1.17129321057436,3.4675832685054786,1.4214306693281251,False
1387195474000.0,2023-12-21 12:04:34,0.9935108520394046,2.9963615332461018,1.1849145943091872,False
1387195475000.0,2023-12-21 12:04:35,1.069924631216113,3.1942178453062446,1.3867050495141746,False
1387195476000.0,2023-12-21 12:04:36,0.9794677816456947,4.025192425688942,1.261043597134041,False
1387195477000.0,2023-12-21 12:04:37,0.939562508772957,4.628634105227661,1.264549557352551,False
1387195478000.0,2023-12-21 12:04:38,1.0632067395204443,3.1200771817966597,1.3526096376375676,False
1387195479000.0,2023-12-21 12:04:39,0.9361451869506052,3.015723658932046,1.2167371747399522,False
1387195480000.0,2023-12-21 12:04:40,0.9935891435606315,3.2349039213318065,1.2874149882311428,False
1387195481000.0,2023-12-21 12:04:41,1.004671041557382,4.20017589272652,1.2907925732088594,False
1387195482000.0,2023-12-21 12:04:42,1.1249456816677708,3.056614985253063,1.3788304266815348,False
