gps_millis,x_rx_wls_m,y_rx_wls_m,z_rx_wls_m,b_rx_wls_m,lat_rx_wls_deg,lon_rx_wls_deg,alt_rx_wls_m
1387167475007.0,-1271331.146521561,5641585.099543733,2685682.9439977673,2061296.9280843472,25.057696624727736,102.69946875428568,1929.9790205905322
1387167476007.0,-1271330.9085110114,5641584.578626577,2685682.9360640426,2061389.8315981794,25.057698702213102,102.69946758845703,1929.4679161383126
1387167477007.0,-1271330.8327072952,5641584.419884877,2685682.954506712,2061482.9398520018,25.057699508585614,102.69946720154864,1929.320347796492
1387167478007.0,-1271330.6780417166,5641584.204939729,2685682.892186696,2061575.9863019676,25.057699930532426,102.6994661748418,1929.0732007634024
1387167479007.0,-1271330.9845550142,5641584.510087814,2685682.987404608,2061669.5391403493,25.05769931360115,102.69946847271409,1929.4442352111246
1387167480007.0,-1271330.9488369082,5641584.961500319,2685683.0231112703,2061762.931039603,25.05769795233559,102.69946714429804,1929.8511675546245
1387167481007.0,-1271331.0948935268,5641585.560752806,2685682.9934327607,2061856.481620554,25.057695352535347,102.69946725076056,1930.3972563364719
1387167482007.0,-1271318.6880209402,5641584.268125534,2685677.8456088,2061941.0648074644,25.05766851248637,102.69935015179611,1924.6039003719297
1387167483007.0,-1271318.3678848792,5641584.168036139,2685677.7732719723,2062034.0882743783,25.05766856331427,102.69934727562655,1924.4210590057662
1387167484007.0,-1271318.3249655843,5641584.265377017,2685677.6751682134,2062127.3061733136,25.05766743439418,102.69934664879405,1924.4569841696098
1387167485007.0,-1271317.3121013348,5641583.791082123,2685677.287362611,2062219.7109868764,25.057666883551285,102.69933789232188,1923.6718857916533
1387167486007.0,-1271317.0510010319,5641583.596621898,2685677.0637854543,2062312.694620448,25.057666000222433,102.6993357922834,1923.3533487513253
1387167487007.0,-1271317.301911096,5641583.783432059,2685677.324422562,2062406.2559459808,25.0576672236145,102.69933781049356,1923.6787919474807
1387167488007.0,-1271317.2894602187,5641583.9581171395,2685677.373772085,2062499.558335426,25.057666986171405,102.69933730968604,1923.8515863913815
1387167489007.0,-1271317.6809837655,5641584.152068072,2685677.560509859,2062593.1488830473,25.057667460637322,102.69934067139526,1924.1800438517298
1387167490007.0,-1271318.2861124107,5641584.3434350295,2685677.7646639375,2062686.8810733499,25.05766790763787,102.69934610325978,1924.55613245215
1387167491007.0,-1271318.9461350478,5641584.718458874,2685678.0370422336,2062780.7064766106,25.05766818146074,102.699351665674,1925.1343494888808
1387167492007.0,-1271319.3033349053,5641584.906447703,2685677.996805892,2062874.1641855964,25.057666851419274,102.69935470862359,1925.3545724035841
1387167493007.0,-1271319.4564689635,5641584.973242311,2685677.976676219,2062967.5016646292,25.057666309122865,102.69935604320841,1925.435570550289
1387167494007.0,-1271319.7288783428,5641584.909119857,2685678.1491772304,2063060.9233399115,25.057667729568383,102.69935881574858,1925.5062124705132
1387167495007.0,-1271320.1666640558,5641584.9487152845,2685678.3464615466,2063154.4909471883,25.057668826930655,102.69936296077718,1925.7119424434206
1387167496007.0,-1271320.4489931595,5641584.40370067,2685678.599709662,2063247.761553021,25.05767269228323,102.6993668765883,1925.393784051335
1387167497007.0,-1271321.6654051696,5641584.500175895,2685679.33630469,2063341.9760114073,25.05767733232716,102.69937842327776,1926.033254013344
1387167498007.0,-1271322.0806111302,5641584.041458093,2685679.5334467185,2063435.3184737146,25.057680305568343,102.69938343540922,1925.7940572517587
1387167499007.0,-1271322.1120297115,5641583.417545716,2685679.374189293,2063528.227211716,25.057681303587927,102.69938509797375,1925.1814991511
1387167500007.0,-1271322.0110584663,5641582.957520523,2685679.382532564,2063621.1820374597,25.05768317194413,102.69938512401866,1924.7583908329857
1387167501007.0,-1271315.917871013,5641578.321222808,2685671.253546745,2063705.5943217503,25.057639122408894,102.69933633032663,1916.004897794359
1387167502007.0,-1271315.1353682678,5641577.678311698,2685671.0571512524,2063798.165053745,25.057640571556554,102.69933016757736,1915.1977328746932
1387167503007.0,-1271314.6375083753,5641577.097849925,2685670.70053131,2063890.8261689688,25.05764023879127,102.69932661993333,1914.434581035352
1387167504007.0,-1271314.4806544192,5641576.613744418,2685670.7865933236,2063983.8752633352,25.057642879266957,102.69932615830476,1914.0119797531004
1387167505007.0,-1271313.7405920492,5641576.137239897,2685670.638300244,2064076.5176260688,25.057644065522116,102.69932004330865,1913.3806966193347
1387167506007.0,-1271312.9848360133,5641575.81749212,2685670.6212403164,2064169.2902015953,25.0576457533325,102.69931343520975,1912.9403987448
1387167507007.0,-1271313.4486571888,5641576.07630855,2685670.794822722,2064262.927896466,25.057645817637624,102.69931735441628,1913.335005067705
1387167508007.0,-1271313.8905758322,5641576.071354869,2685670.8444443126,2064356.4228386001,25.05764587045469,102.69932163642743,1913.439649176911
1387167509007.0,-1271320.9278987232,5641580.944139882,2685678.9621890523,2064459.0326456123,25.05768815298805,102.69937904030516,1922.5853894206602
1387167510007.0,-1271309.4321290697,5641576.897577119,2685668.9122283654,2064540.3032555901,25.05763073948169,102.69927674521973,1912.463576104667
1387167511007.0,-1271310.0018152876,5641577.332920093,2685669.0185202104,2064633.9957833942,25.05762950649582,102.69928130315544,1913.0067653792873
1387167512007.0,-1271309.622297638,5641577.360464716,2685668.9044668376,2064726.98090111,25.05762879025972,102.69927757505725,1912.9072236495836
1387167513007.0,-1271309.202750842,5641577.016665918,2685668.597412527,2064819.7800365621,25.057627914452564,102.69927426886109,1912.3898044478804
1387167514007.0,-1271309.5179999103,5641577.479993857,2685668.8063207087,2064913.483876636,25.057627629830762,102.69927630666504,1912.9505161552902
1387167515007.0,-1271327.796920654,5641589.008749137,2685673.4274747493,2065022.077933705,25.05760706269753,102.69942786549983,1928.7360749505144
1387167516007.0,-1271328.42519616,5641589.324913183,2685673.7411146574,2065115.9015145702,25.057607919995032,102.69943324925843,1929.273430194572
1387167517007.0,-1271310.0356684085,5641577.738087581,2685668.9109473326,2065193.6312787407,25.057627087852694,102.69928074789125,1913.3260021112858
1387167518007.0,-1271318.539097552,5641582.284747155,2685677.515680854,2065297.0242633144,25.057673335826898,102.69935303227201,1922.6817547079643
1387167519007.0,-1271318.7246139525,5641582.3236043705,2685677.422681365,2065390.3500108582,25.057672274759422,102.69935474068646,1922.7136501720588
1387167520007.0,-1271317.8068721131,5641582.05315179,2685677.79645878,2065483.2241585737,25.057677110081844,102.69934645961303,1922.4501881206243
1387167521007.0,-1271315.3792362886,5641581.640814335,2685676.04393434,2065574.2870514274,25.057666360014988,102.69932389418969,1920.860099263989
1387167522007.0,-1271316.9628284085,5641582.67630342,2685676.918790669,2065669.012316378,25.05766832054578,102.69933694455362,1922.4610747957065
1387167523007.0,-1271324.9002760022,5641587.512353594,2685685.7518391847,2065772.9149002295,25.057715831419767,102.69940312819509,1932.0565638852968
